com.liferay.counter.model.Counter,com.liferay.counter.kernel.model.Counter
com.liferay.portal.service.persistence.PluginSettingPersistence,com.liferay.portal.kernel.service.persistence.PluginSettingPersistence
com.liferay.portal.service.persistence.BatchSession,com.liferay.portal.kernel.service.persistence.BatchSession
com.liferay.portal.service.persistence.MembershipRequestPersistence,com.liferay.portal.kernel.service.persistence.MembershipRequestPersistence
com.liferay.portal.service.persistence.ResourcePermissionPersistence,com.liferay.portal.kernel.service.persistence.ResourcePermissionPersistence
com.liferay.portal.service.persistence.BasePersistence,com.liferay.portal.kernel.service.persistence.BasePersistence
com.liferay.portal.service.persistence.EmailAddressUtil,com.liferay.portal.kernel.service.persistence.EmailAddressUtil
com.liferay.portal.service.persistence.UserFinderUtil,com.liferay.portal.kernel.service.persistence.UserFinderUtil
com.liferay.portal.service.persistence.LayoutPersistence,com.liferay.portal.kernel.service.persistence.LayoutPersistence
com.liferay.portal.service.persistence.AddressPersistence,com.liferay.portal.kernel.service.persistence.AddressPersistence
com.liferay.portal.service.persistence.WorkflowDefinitionLinkUtil,com.liferay.portal.kernel.service.persistence.WorkflowDefinitionLinkUtil
com.liferay.portal.service.persistence.ResourcePermissionFinder,com.liferay.portal.kernel.service.persistence.ResourcePermissionFinder
com.liferay.portal.service.persistence.PasswordPolicyUtil,com.liferay.portal.kernel.service.persistence.PasswordPolicyUtil
com.liferay.portal.service.persistence.VirtualHostPersistence,com.liferay.portal.kernel.service.persistence.VirtualHostPersistence
com.liferay.portal.service.persistence.OrgLaborPersistence,com.liferay.portal.kernel.service.persistence.OrgLaborPersistence
com.liferay.portal.service.persistence.ResourceTypePermissionPersistence,com.liferay.portal.kernel.service.persistence.ResourceTypePermissionPersistence
com.liferay.portal.service.persistence.WorkflowInstanceLinkPersistence,com.liferay.portal.kernel.service.persistence.WorkflowInstanceLinkPersistence
com.liferay.portal.service.persistence.ResourceTypePermissionFinderUtil,com.liferay.portal.kernel.service.persistence.ResourceTypePermissionFinderUtil
com.liferay.portal.service.persistence.ClassNameUtil,com.liferay.portal.kernel.service.persistence.ClassNameUtil
com.liferay.portal.service.persistence.OrgGroupRolePK,com.liferay.portal.kernel.service.persistence.OrgGroupRolePK
com.liferay.portal.service.persistence.ClassNamePersistence,com.liferay.portal.kernel.service.persistence.ClassNamePersistence
com.liferay.portal.service.persistence.BatchSessionUtil,com.liferay.portal.kernel.service.persistence.BatchSessionUtil
com.liferay.portal.service.persistence.UserGroupGroupRolePersistence,com.liferay.portal.kernel.service.persistence.UserGroupGroupRolePersistence
com.liferay.portal.service.persistence.PortletPreferencesPersistence,com.liferay.portal.kernel.service.persistence.PortletPreferencesPersistence
com.liferay.portal.service.persistence.UserGroupGroupRolePK,com.liferay.portal.kernel.service.persistence.UserGroupGroupRolePK
com.liferay.portal.service.persistence.SubscriptionUtil,com.liferay.portal.kernel.service.persistence.SubscriptionUtil
com.liferay.portal.service.persistence.PortletPreferencesFinder,com.liferay.portal.kernel.service.persistence.PortletPreferencesFinder
com.liferay.portal.service.persistence.OrganizationFinder,com.liferay.portal.kernel.service.persistence.OrganizationFinder
com.liferay.portal.service.persistence.ImageUtil,com.liferay.portal.kernel.service.persistence.ImageUtil
com.liferay.portal.service.persistence.ImagePersistence,com.liferay.portal.kernel.service.persistence.ImagePersistence
com.liferay.portal.service.persistence.RepositoryUtil,com.liferay.portal.kernel.service.persistence.RepositoryUtil
com.liferay.portal.service.persistence.LayoutSetPersistence,com.liferay.portal.kernel.service.persistence.LayoutSetPersistence
com.liferay.portal.service.persistence.ListTypeUtil,com.liferay.portal.kernel.service.persistence.ListTypeUtil
com.liferay.portal.service.persistence.RoleFinder,com.liferay.portal.kernel.service.persistence.RoleFinder
com.liferay.portal.service.persistence.LayoutSetPrototypeUtil,com.liferay.portal.kernel.service.persistence.LayoutSetPrototypeUtil
com.liferay.portal.service.persistence.PortletPersistence,com.liferay.portal.kernel.service.persistence.PortletPersistence
com.liferay.portal.service.persistence.OrganizationUtil,com.liferay.portal.kernel.service.persistence.OrganizationUtil
com.liferay.portal.service.persistence.UserGroupGroupRoleUtil,com.liferay.portal.kernel.service.persistence.UserGroupGroupRoleUtil
com.liferay.portal.service.persistence.ResourcePermissionFinderUtil,com.liferay.portal.kernel.service.persistence.ResourcePermissionFinderUtil
com.liferay.portal.service.persistence.LayoutSetUtil,com.liferay.portal.kernel.service.persistence.LayoutSetUtil
com.liferay.portal.service.persistence.OrgGroupRolePersistence,com.liferay.portal.kernel.service.persistence.OrgGroupRolePersistence
com.liferay.portal.service.persistence.SystemEventUtil,com.liferay.portal.kernel.service.persistence.SystemEventUtil
com.liferay.portal.service.persistence.AccountPersistence,com.liferay.portal.kernel.service.persistence.AccountPersistence
com.liferay.portal.service.persistence.ResourceBlockPersistence,com.liferay.portal.kernel.service.persistence.ResourceBlockPersistence
com.liferay.portal.service.persistence.AccountUtil,com.liferay.portal.kernel.service.persistence.AccountUtil
com.liferay.portal.service.persistence.PortletPreferencesFinderUtil,com.liferay.portal.kernel.service.persistence.PortletPreferencesFinderUtil
com.liferay.portal.service.persistence.LayoutSetBranchUtil,com.liferay.portal.kernel.service.persistence.LayoutSetBranchUtil
com.liferay.portal.service.persistence.GroupFinder,com.liferay.portal.kernel.service.persistence.GroupFinder
com.liferay.portal.service.persistence.ResourcePermissionUtil,com.liferay.portal.kernel.service.persistence.ResourcePermissionUtil
com.liferay.portal.service.persistence.OrganizationPersistence,com.liferay.portal.kernel.service.persistence.OrganizationPersistence
com.liferay.portal.service.persistence.ResourceBlockFinder,com.liferay.portal.kernel.service.persistence.ResourceBlockFinder
com.liferay.portal.service.persistence.UserNotificationDeliveryUtil,com.liferay.portal.kernel.service.persistence.UserNotificationDeliveryUtil
com.liferay.portal.service.persistence.TeamFinder,com.liferay.portal.kernel.service.persistence.TeamFinder
com.liferay.portal.service.persistence.SystemEventPersistence,com.liferay.portal.kernel.service.persistence.SystemEventPersistence
com.liferay.portal.service.PasswordPolicyService,com.liferay.portal.kernel.service.PasswordPolicyService
com.liferay.portal.service.WorkflowDefinitionLinkLocalServiceUtil,com.liferay.portal.kernel.service.WorkflowDefinitionLinkLocalServiceUtil
com.liferay.portal.service.RoleServiceWrapper,com.liferay.portal.kernel.service.RoleServiceWrapper
com.liferay.portal.service.ResourceBlockLocalService,com.liferay.portal.kernel.service.ResourceBlockLocalService
com.liferay.portal.service.AccountLocalService,com.liferay.portal.kernel.service.AccountLocalService
com.liferay.portal.service.PortalPreferencesLocalServiceWrapper,com.liferay.portal.kernel.service.PortalPreferencesLocalServiceWrapper
com.liferay.portal.service.LayoutService,com.liferay.portal.kernel.service.LayoutService
com.liferay.portal.service.PasswordPolicyLocalService,com.liferay.portal.kernel.service.PasswordPolicyLocalService
com.liferay.portal.service.ContactServiceUtil,com.liferay.portal.kernel.service.ContactServiceUtil
com.liferay.portal.service.RepositoryEntryLocalService,com.liferay.portal.kernel.service.RepositoryEntryLocalService
com.liferay.portal.service.WebsiteLocalService,com.liferay.portal.kernel.service.WebsiteLocalService
com.liferay.portal.service.ResourcePermissionLocalService,com.liferay.portal.kernel.service.ResourcePermissionLocalService
com.liferay.portal.service.ResourceTypePermissionLocalServiceWrapper,com.liferay.portal.kernel.service.ResourceTypePermissionLocalServiceWrapper
com.liferay.portal.service.StagingLocalService,com.liferay.exportimport.kernel.service.StagingLocalService
com.liferay.portal.service.OrgLaborServiceWrapper,com.liferay.portal.kernel.service.OrgLaborServiceWrapper
com.liferay.portal.service.CompanyService,com.liferay.portal.kernel.service.CompanyService
com.liferay.portal.service.PermissionService,com.liferay.portal.kernel.service.PermissionService
com.liferay.portal.service.PortalPreferencesLocalServiceUtil,com.liferay.portal.kernel.service.PortalPreferencesLocalServiceUtil
com.liferay.portal.service.ImageService,com.liferay.portal.kernel.service.ImageService
com.liferay.portal.service.LayoutRevisionService,com.liferay.portal.kernel.service.LayoutRevisionService
com.liferay.portal.service.PasswordPolicyRelLocalServiceWrapper,com.liferay.portal.kernel.service.PasswordPolicyRelLocalServiceWrapper
com.liferay.portal.service.ResourceActionLocalServiceUtil,com.liferay.portal.kernel.service.ResourceActionLocalServiceUtil
com.liferay.portal.service.PersistedModelLocalServiceRegistryUtil,com.liferay.portal.kernel.service.PersistedModelLocalServiceRegistryUtil
com.liferay.portal.service.EmailAddressServiceWrapper,com.liferay.portal.kernel.service.EmailAddressServiceWrapper
com.liferay.portal.service.LayoutPrototypeLocalService,com.liferay.portal.kernel.service.LayoutPrototypeLocalService
com.liferay.portal.service.ClassNameLocalService,com.liferay.portal.kernel.service.ClassNameLocalService
com.liferay.portal.service.LayoutBranchLocalServiceUtil,com.liferay.portal.kernel.service.LayoutBranchLocalServiceUtil
com.liferay.portal.service.LayoutFriendlyURLLocalServiceWrapper,com.liferay.portal.kernel.service.LayoutFriendlyURLLocalServiceWrapper
com.liferay.portal.service.ClusterGroupLocalService,com.liferay.portal.kernel.service.ClusterGroupLocalService
com.liferay.portal.service.PortalService,com.liferay.portal.kernel.service.PortalService
com.liferay.portal.service.RegionServiceUtil,com.liferay.portal.kernel.service.RegionServiceUtil
com.liferay.portal.service.LayoutPrototypeServiceWrapper,com.liferay.portal.kernel.service.LayoutPrototypeServiceWrapper
com.liferay.portal.service.OrganizationServiceWrapper,com.liferay.portal.kernel.service.OrganizationServiceWrapper
com.liferay.portal.service.PortletLocalServiceWrapper,com.liferay.portal.kernel.service.PortletLocalServiceWrapper
com.liferay.portal.service.EmailAddressLocalServiceUtil,com.liferay.portal.kernel.service.EmailAddressLocalServiceUtil
com.liferay.portal.service.ClassNameServiceWrapper,com.liferay.portal.kernel.service.ClassNameServiceWrapper
com.liferay.portal.service.LayoutTemplateLocalService,com.liferay.portal.kernel.service.LayoutTemplateLocalService
com.liferay.portal.service.GroupLocalService,com.liferay.portal.kernel.service.GroupLocalService
com.liferay.portal.service.UserNotificationDeliveryLocalServiceUtil,com.liferay.portal.kernel.service.UserNotificationDeliveryLocalServiceUtil
com.liferay.portal.service.OrganizationServiceUtil,com.liferay.portal.kernel.service.OrganizationServiceUtil
com.liferay.portal.service.LayoutSetPrototypeService,com.liferay.portal.kernel.service.LayoutSetPrototypeService
com.liferay.portal.service.UserIdMapperLocalService,com.liferay.portal.kernel.service.UserIdMapperLocalService
com.liferay.portal.service.UserTrackerPathLocalServiceWrapper,com.liferay.portal.kernel.service.UserTrackerPathLocalServiceWrapper
com.liferay.portal.service.UserGroupGroupRoleLocalServiceWrapper,com.liferay.portal.kernel.service.UserGroupGroupRoleLocalServiceWrapper
com.liferay.portal.service.ResourceActionLocalService,com.liferay.portal.kernel.service.ResourceActionLocalService
com.liferay.portal.service.TeamServiceUtil,com.liferay.portal.kernel.service.TeamServiceUtil
com.liferay.portal.service.ContactLocalService,com.liferay.portal.kernel.service.ContactLocalService
com.liferay.portal.service.LayoutRevisionServiceUtil,com.liferay.portal.kernel.service.LayoutRevisionServiceUtil
com.liferay.portal.service.ImageServiceWrapper,com.liferay.portal.kernel.service.ImageServiceWrapper
com.liferay.portal.service.LayoutSetServiceWrapper,com.liferay.portal.kernel.service.LayoutSetServiceWrapper
com.liferay.portal.service.ServiceComponentLocalService,com.liferay.portal.kernel.service.ServiceComponentLocalService
com.liferay.portal.service.UserGroupService,com.liferay.portal.kernel.service.UserGroupService
com.liferay.portal.service.ResourcePermissionLocalServiceUtil,com.liferay.portal.kernel.service.ResourcePermissionLocalServiceUtil
com.liferay.portal.service.UserLocalServiceWrapper,com.liferay.portal.kernel.service.UserLocalServiceWrapper
com.liferay.portal.service.AccountLocalServiceUtil,com.liferay.portal.kernel.service.AccountLocalServiceUtil
com.liferay.portal.service.WebsiteLocalServiceUtil,com.liferay.portal.kernel.service.WebsiteLocalServiceUtil
com.liferay.portal.service.UserNotificationDeliveryLocalService,com.liferay.portal.kernel.service.UserNotificationDeliveryLocalService
com.liferay.portal.service.RepositoryLocalServiceWrapper,com.liferay.portal.kernel.service.RepositoryLocalServiceWrapper
com.liferay.portal.service.ReleaseLocalService,com.liferay.portal.kernel.service.ReleaseLocalService
com.liferay.portal.service.ClassNameServiceUtil,com.liferay.portal.kernel.service.ClassNameServiceUtil
com.liferay.portal.service.WebsiteServiceWrapper,com.liferay.portal.kernel.service.WebsiteServiceWrapper
com.liferay.portal.service.ResourceBlockPermissionLocalService,com.liferay.portal.kernel.service.ResourceBlockPermissionLocalService
com.liferay.portal.service.SystemEventLocalService,com.liferay.portal.kernel.service.SystemEventLocalService
com.liferay.portal.service.PasswordPolicyRelLocalService,com.liferay.portal.kernel.service.PasswordPolicyRelLocalService
com.liferay.portal.service.ServiceContext,com.liferay.portal.kernel.service.ServiceContext
com.liferay.portal.service.PortalServiceWrapper,com.liferay.portal.kernel.service.PortalServiceWrapper
com.liferay.portal.service.ResourcePermissionServiceWrapper,com.liferay.portal.kernel.service.ResourcePermissionServiceWrapper
com.liferay.portal.service.PluginSettingLocalServiceUtil,com.liferay.portal.kernel.service.PluginSettingLocalServiceUtil
com.liferay.portal.service.ContactServiceWrapper,com.liferay.portal.kernel.service.ContactServiceWrapper
com.liferay.portal.service.RoleServiceUtil,com.liferay.portal.kernel.service.RoleServiceUtil
